ticker,rank,composite_candidate_score,primary_theme,recommendation_tier,manual_action,risk_bucket,technical_timing_status,technical_timing_score,overheat_flag,buy_now_status,buy_now_score,buy_gate_result,buy_block_reason,entry_condition,manual_operator_action,gate_recommendation_pass,gate_technical_pass,gate_overheat_pass,gate_risk_pass,gate_operator_pass,gate_data_quality_pass,gate_summary,source_recommendation_file,source_technical_file,generated_at,run_id
HUBB,76,28.077904,POWER_INFRASTRUCTURE,WATCHLIST_STRONG,WATCH_FOR_ENTRY,MEDIUM_RISK,TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_OVERSOLD;TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_OVERSOLD,72.0,FALSE,BLOCKED_BY_OPERATOR_STATE,65,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
RTX,77,28.051253,INDUSTRIAL,DEFENSIVE_HEDGE,DEFENSIVE_HOLD_CANDIDATE,DEFENSIVE_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,50,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DEFENSIVE_HEDGE;technical=CAUTION;risk=DEFENSIVE_RISK;overheat=FALSE;manual_only=TRUE,,,,
TEAM,78,27.925391,SOFTWARE,TACTICAL_ENTRY,WATCH_FOR_ENTRY,HIGH_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_WEAK,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,50,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=TACTICAL_ENTRY;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
PM,79,27.646466,DEFENSIVE,DEFENSIVE_HEDGE,DEFENSIVE_HOLD_CANDIDATE,DEFENSIVE_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL,40.0,FALSE,BLOCKED_BY_OPERATOR_STATE,50,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DEFENSIVE_HEDGE;technical=CAUTION;risk=DEFENSIVE_RISK;overheat=FALSE;manual_only=TRUE,,,,
WVE,80,27.544222,HEALTHCARE,DO_NOT_PRIORITIZE,LOW_PRIORITY,EXTREME_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_WEAK,70.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,EXTREME_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=FAVORABLE;risk=EXTREME_RISK;overheat=FALSE;manual_only=TRUE,,,,
RKT,81,27.347766,FINTECH,TACTICAL_ENTRY,WATCH_FOR_ENTRY,HIGH_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_WEAK,60.0,FALSE,BLOCKED_BY_OPERATOR_STATE,60,BLOCK,HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=TACTICAL_ENTRY;technical=FAVORABLE;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
WHR,82,27.321762,CONSUMER,TACTICAL_ENTRY,WATCH_FOR_ENTRY,MEDIUM_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_OVERSOLD;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_OVERSOLD,70.0,FALSE,BLOCKED_BY_OPERATOR_STATE,70,BLOCK,GATES_PASS_MANUAL_REVIEW_REQUIRED,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=TACTICAL_ENTRY;technical=FAVORABLE;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
UAL,83,27.184506,TRANSPORTATION,TACTICAL_ENTRY,WATCH_FOR_ENTRY,HIGH_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,50,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=TACTICAL_ENTRY;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
PSIX,84,26.917594,POWER_INFRASTRUCTURE,TACTICAL_ENTRY,WATCH_FOR_ENTRY,HIGH_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_OVERSOLD;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_OVERSOLD,70.0,FALSE,BLOCKED_BY_OPERATOR_STATE,60,BLOCK,HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=TACTICAL_ENTRY;technical=FAVORABLE;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
PATH,85,26.690265,SOFTWARE,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
HOOD,86,26.689519,FINTECH,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
PGNY,87,26.025378,HEALTHCARE,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL,40.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
WDAY,88,25.641569,SOFTWARE,TACTICAL_ENTRY,WATCH_FOR_ENTRY,MEDIUM_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,60,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=TACTICAL_ENTRY;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
SE,89,25.111539,INTERNET_PLATFORM,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
OKTA,90,24.779580,CYBERSECURITY,WATCHLIST_STRONG,WATCH_FOR_ENTRY,HIGH_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL,30.0,FALSE,BLOCKED_BY_OPERATOR_STATE,55,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
RERE,91,24.683748,ECOMMERCE,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL,40.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
RH,92,24.578681,CONSUMER,TACTICAL_ENTRY,WATCH_FOR_ENTRY,HIGH_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,50,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=TACTICAL_ENTRY;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
WING,93,22.868124,CONSUMER,TACTICAL_ENTRY,WATCH_FOR_ENTRY,MEDIUM_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_OVERSOLD;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_OVERSOLD,60.0,FALSE,BLOCKED_BY_OPERATOR_STATE,70,BLOCK,GATES_PASS_MANUAL_REVIEW_REQUIRED,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=TACTICAL_ENTRY;technical=FAVORABLE;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
OPCH,94,22.641466,HEALTHCARE,TACTICAL_ENTRY,WATCH_FOR_ENTRY,DEFENSIVE_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,60,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=TACTICAL_ENTRY;technical=CAUTION;risk=DEFENSIVE_RISK;overheat=FALSE;manual_only=TRUE,,,,
STG,95,22.577206,CONSUMER,DO_NOT_PRIORITIZE,LOW_PRIORITY,EXTREME_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;EXTREME_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=EXTREME_RISK;overheat=FALSE;manual_only=TRUE,,,,
RBLX,96,22.031738,INTERNET_PLATFORM,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
SPOT,97,21.079522,INTERNET_PLATFORM,TACTICAL_ENTRY,WATCH_FOR_ENTRY,HIGH_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_UPPER_HALF;RSI_NEUTRAL,30.0,FALSE,BLOCKED_BY_OPERATOR_STATE,50,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=TACTICAL_ENTRY;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
OLMA,98,20.556595,HEALTHCARE,DO_NOT_PRIORITIZE,LOW_PRIORITY,EXTREME_RISK,TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_NEUTRAL;TECH_TIMING_STAGED_REFRESH;STAGED_R25B_NOT_MERGED;BB_LOWER_HALF;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;EXTREME_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=EXTREME_RISK;overheat=FALSE;manual_only=TRUE,,,,
VST,99,17.980000,POWER_INFRASTRUCTURE,TACTICAL_ENTRY,WATCH_FOR_ENTRY,HIGH_RISK,TECH_TIMING_WATCH_POSITIVE;NONE;BB_NEAR_LOWER;RSI_WEAK;TECH_TIMING_WATCH_POSITIVE;NONE;BB_NEAR_LOWER;RSI_WEAK,72.0,FALSE,BLOCKED_BY_OPERATOR_STATE,50,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=TACTICAL_ENTRY;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
ETR,100,17.294857,DEFENSIVE,DEFENSIVE_HEDGE,DEFENSIVE_HOLD_CANDIDATE,DEFENSIVE_RISK,TECH_TIMING_PULLBACK_WATCH;NONE;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_PULLBACK_WATCH;NONE;BB_LOWER_HALF;RSI_WEAK,64.0,FALSE,BLOCKED_BY_OPERATOR_STATE,50,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DEFENSIVE_HEDGE;technical=CAUTION;risk=DEFENSIVE_RISK;overheat=FALSE;manual_only=TRUE,,,,
APH,101,12.645714,ELECTRONICS_SUPPLY_CHAIN,WATCHLIST_STRONG,WATCH_FOR_ENTRY,MEDIUM_RISK,TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_WEAK,72.0,FALSE,BLOCKED_BY_OPERATOR_STATE,65,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
META,102,7.007619,INTERNET_PLATFORM,TACTICAL_ENTRY,WATCH_FOR_ENTRY,MEDIUM_RISK,TECH_TIMING_PULLBACK_WATCH;NONE;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_PULLBACK_WATCH;NONE;BB_LOWER_HALF;RSI_WEAK,64.0,FALSE,BLOCKED_BY_OPERATOR_STATE,60,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=TACTICAL_ENTRY;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
ACM,103,6.876190,INDUSTRIAL,TACTICAL_ENTRY,WATCH_FOR_ENTRY,MEDIUM_RISK,TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_OVERSOLD;TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_OVERSOLD,68.0,FALSE,BLOCKED_BY_OPERATOR_STATE,60,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=TACTICAL_ENTRY;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
BALL,104,6.216308,CONSUMER,TACTICAL_ENTRY,WATCH_FOR_ENTRY,MEDIUM_RISK,TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_WEAK,72.0,FALSE,BLOCKED_BY_OPERATOR_STATE,60,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=TACTICAL_ENTRY;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
SPY,105,5.284000,DEFENSIVE,DEFENSIVE_HEDGE,DEFENSIVE_HOLD_CANDIDATE,DEFENSIVE_RISK,TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_STRONG;TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_STRONG,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,50,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DEFENSIVE_HEDGE;technical=CAUTION;risk=DEFENSIVE_RISK;overheat=FALSE;manual_only=TRUE,,,,
NU,106,4.244307,FINTECH,DO_NOT_PRIORITIZE,LOW_PRIORITY,HIGH_RISK,TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_WEAK,68.0,FALSE,BLOCKED_BY_OPERATOR_STATE,0,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DO_NOT_PRIORITIZE;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
MSFT,107,3.381714,SOFTWARE,TACTICAL_ENTRY,WATCH_FOR_ENTRY,LOW_RISK,TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,60,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=TACTICAL_ENTRY;technical=CAUTION;risk=LOW_RISK;overheat=FALSE;manual_only=TRUE,,,,
MCK,108,1.508616,HEALTHCARE,DEFENSIVE_HEDGE,DEFENSIVE_HOLD_CANDIDATE,DEFENSIVE_RISK,TECH_TIMING_PULLBACK_WATCH;NONE;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_PULLBACK_WATCH;NONE;BB_LOWER_HALF;RSI_WEAK,64.0,FALSE,BLOCKED_BY_OPERATOR_STATE,50,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=DEFENSIVE_HEDGE;technical=CAUTION;risk=DEFENSIVE_RISK;overheat=FALSE;manual_only=TRUE,,,,
ETN,109,1.485143,POWER_INFRASTRUCTURE,TACTICAL_ENTRY,WATCH_FOR_ENTRY,MEDIUM_RISK,TECH_TIMING_PULLBACK_WATCH;NONE;BB_BELOW_LOWER;RSI_WEAK;TECH_TIMING_PULLBACK_WATCH;NONE;BB_BELOW_LOWER;RSI_WEAK,64.0,FALSE,BLOCKED_BY_OPERATOR_STATE,60,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=TACTICAL_ENTRY;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
TSLA,110,-2.714095,CONSUMER,TACTICAL_ENTRY,WATCH_FOR_ENTRY,HIGH_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,50,BLOCK,TECHNICAL_CAUTION;HIGH_RISK,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=TACTICAL_ENTRY;technical=CAUTION;risk=HIGH_RISK;overheat=FALSE;manual_only=TRUE,,,,
MKSI,111,-5.000953,SEMICONDUCTOR_EQUIPMENT,WATCHLIST_STRONG,WATCH_FOR_ENTRY,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,65,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
ARGT,112,-5.767693,OTHER,ETF_OR_MACRO_EXPOSURE,MACRO_OR_ETF_SEPARATE_REVIEW,MACRO_OR_ETF_REVIEW,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,45,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=ETF_OR_MACRO_EXPOSURE;technical=CAUTION;risk=MACRO_OR_ETF_REVIEW;overheat=FALSE;manual_only=TRUE,,,,
APG,113,-6.092308,INDUSTRIAL,TACTICAL_ENTRY,WATCH_FOR_ENTRY,MEDIUM_RISK,TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_WEAK;TECH_TIMING_WATCH_POSITIVE;NONE;BB_LOWER_HALF;RSI_WEAK,72.0,FALSE,BLOCKED_BY_OPERATOR_STATE,60,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=TACTICAL_ENTRY;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
QQQ,114,-6.522095,SOFTWARE,TACTICAL_ENTRY,WATCH_FOR_ENTRY,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_STRONG;TECH_TIMING_NEUTRAL;NONE;BB_UPPER_HALF;RSI_STRONG,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,60,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=TACTICAL_ENTRY;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
ASML,115,-7.094285,SEMICONDUCTOR_EQUIPMENT,WATCHLIST_STRONG,WATCH_FOR_ENTRY,MEDIUM_RISK,TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL;TECH_TIMING_NEUTRAL;NONE;BB_MID;RSI_NEUTRAL,50.0,FALSE,BLOCKED_BY_OPERATOR_STATE,65,BLOCK,TECHNICAL_CAUTION,BLOCKED_OPERATOR_STATE,BLOCKED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,tier=WATCHLIST_STRONG;technical=CAUTION;risk=MEDIUM_RISK;overheat=FALSE;manual_only=TRUE,,,,
