component,source_file,exists,row_count,parse_status,status_value,note
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_47C_R1_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_47C_R1_EVENT_COVERAGE_STILL_WEAK,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_47C_R2_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_47C_R2A_LOW_EVENT_COVERAGE,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_47C_READ_FIRST.txt,YES,0,OK_TEXT,PASS,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_48A_READ_FIRST.txt,YES,0,OK_TEXT,PASS,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_48B_READ_FIRST.txt,YES,0,OK_TEXT,PASS,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_49A_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_49A_MISSING_PRICE_HISTORY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_49B_READ_FIRST.txt,YES,0,OK_TEXT,PASS,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_49C_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_49C_SOURCE_POLICY_LOW_CONFIDENCE,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_49D_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_49D_NO_USER_UPLOADS_FOUND,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_4C_CLOUD_EARNINGS_EVENTS_READ_FIRST.md,YES,0,OK_TEXT,,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_50A_READ_FIRST.txt,YES,0,OK_TEXT,PASS,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_50B_R1_READ_FIRST.txt,YES,0,OK_TEXT,PASS,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_50B_R2_READ_FIRST.txt,YES,0,OK_TEXT,PASS,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_50B_READ_FIRST.txt,YES,0,OK_TEXT,PASS,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_5A_R1_READ_FIRST.txt,YES,0,OK_TEXT,,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_5A_R2_READ_FIRST.txt,YES,0,OK_TEXT,,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_5B_R1_READ_FIRST.txt,YES,0,OK_TEXT,,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_5B_READ_FIRST.txt,YES,0,OK_TEXT,,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_5C_READ_FIRST.txt,YES,0,OK_TEXT,,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_5D_READ_FIRST.txt,YES,0,OK_TEXT,,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_7B_READ_FIRST.txt,YES,0,OK_TEXT,OK_MAIN_CHAIN_LINEAR_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_7D_READ_FIRST.txt,YES,0,OK_TEXT,OK_OFFICIAL_DAILY_FAST_MAIN_WITH_TECHNICAL_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_8A_READ_FIRST.txt,YES,0,OK_TEXT,OK_LEGACY_V15_V16_PURGED,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_8E_READ_FIRST.txt,YES,0,OK_TEXT,OK_STABLE_SNAPSHOT_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_CLEANUP_AUDIT_READ_FIRST.txt,YES,0,OK_TEXT,OK_CLEANUP_AUDIT_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_CLEANUP_DELETE_READ_FIRST.txt,YES,0,OK_TEXT,OK_CLEANUP_DELETE_PLAN_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_CLEANUP_QUARANTINE_READ_FIRST.txt,YES,0,OK_TEXT,OK_CLEANUP_QUARANTINE_PLAN_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_CURRENT_COMPRESSION_AUDIT_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_18B_COMPRESSION_APPLIED,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_CURRENT_DAILY_OPERATOR_HOMEPAGE_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_44A_DAILY_OPERATOR_HOMEPAGE_REVIEW_NEEDED,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_CURRENT_DELETE_VERIFIED_STABLE_ORIGINALS_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_18C_DELETE_VERIFIED_STABLE_ORIGINALS_APPLIED,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_CURRENT_FORWARD_PRICE_FILLER_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_14D_RANKED_CANDIDATE_FORWARD_PRICE_FILLER_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_CURRENT_FORWARD_TRACKER_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_14C_RANKED_CANDIDATE_FORWARD_TRACKER_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_CURRENT_FULL_DAILY_MODE_VALIDATION_READ_FIRST.txt,YES,0,OK_TEXT,FAIL_V18_14A_FULL_DAILY_MODE_VALIDATION,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_CURRENT_LARGE_OUTPUT_CLEANUP_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_18D_LARGE_OUTPUT_ARCHIVE_AUDIT_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_CURRENT_MANUAL_FEEDBACK_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_15A_MANUAL_POSITION_TRADE_FEEDBACK_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_CURRENT_PREDEVELOPMENT_AUDIT_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_15C_PREDEVELOPMENT_PROGRAM_AUDIT_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_CURRENT_PRIORITY_LIGHT_SCAN_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_16D_PRIORITY_BASED_LIGHT_SCANNER_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_CURRENT_PROMOTION_DEMOTION_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_16E_PROMOTION_DEMOTION_ENGINE_VALIDATION_FAILED,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_CURRENT_RANKED_CANDIDATE_FRESHNESS_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_45A_RANKED_CANDIDATE_FRESHNESS_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_CURRENT_RANKING_PROVENANCE_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_17A_RANKING_FACTOR_PROVENANCE_AUDIT_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_CURRENT_ROLLING_UNIVERSE_SCAN_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_16F_CURRENT_DAILY_WITH_ROLLING_UNIVERSE_SCAN_VALIDATION_FAILED,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_CURRENT_SAME_DAY_PROMOTION_GUARD_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_16H_SAME_DAY_PROMOTION_GUARD_COVERAGE_AUDIT_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_CURRENT_SCAN_SCOPED_DATA_UPDATE_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_16C_SCAN_SCOPED_DATA_UPDATE_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_CURRENT_STORAGE_CLEANUP_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_18A_STORAGE_SLIMMING_AUDIT_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_CURRENT_TECHNICAL_TIMING_DETAIL_SLIMMING_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_18F_TECHNICAL_TIMING_CURRENT_DETAIL_VERIFIED_ORIGINALS_DELETED,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_CURRENT_TOPN_RANKING_EXPLAINER_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_43A_SUPPORTING_INPUTS_PARTIAL,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_STABLE_DIRECT_DELETE_READ_FIRST.txt,YES,0,OK_TEXT,DIRECT_DELETE_COMPLETED,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\promotion_merge\V18_4I_READ_FIRST.txt,YES,0,OK_TEXT,,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\read_center\V18_10D_READ_FIRST.txt,YES,0,OK_TEXT,OK_OFFICIAL_DAILY_WITH_FACTOR_WEIGHT_RESEARCH_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\read_center\V18_12H_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_12H_SELL_TIMING_READ_CENTER_LINK_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\read_center\V18_13A_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_13A_UNIFIED_DAILY_READ_CENTER_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\read_center\V18_13B_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_13B_RANKED_CANDIDATE_READ_CENTER_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\read_center\V18_13C_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_13C_UNIFIED_DAILY_WITH_RANKED_CANDIDATES_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\read_center\V18_13D_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_13D_READ_CENTER_REFRESH_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\read_center\V18_4J_READ_FIRST.txt,YES,0,OK_TEXT,,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\read_center\V18_6E_READ_FIRST.txt,YES,0,OK_TEXT,OK_FINAL_READ_CENTER_WITH_TECHNICAL_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\read_center\V18_8C_READ_FIRST.txt,YES,0,OK_TEXT,OK_OFFICIAL_DAILY_FAST_WITH_SIMULATION_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\read_center\V18_9C_READ_FIRST.txt,YES,0,OK_TEXT,OK_OFFICIAL_DAILY_WITH_SIM_VALIDATION_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\read_center\V18_CURRENT_READ_FIRST.md,YES,0,OK_TEXT,,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\read_center\V18_CURRENT_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_13D_READ_CENTER_REFRESH_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\read_center\V18_CURRENT_READ_FIRST_WITH_TECHNICAL.md,YES,0,OK_TEXT,OK_FINAL_READ_CENTER_WITH_TECHNICAL_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\read_center\V18_CURRENT_SHADOW_RESEARCH_DAILY_READ_FIRST.txt,YES,0,OK_TEXT,OK_OFFICIAL_DAILY_WITH_FACTOR_WEIGHT_RESEARCH_READY,DISCOVERED_READ_FIRST
