ticker,factor_scope_class,mapping_status,score_scope,full_factor_score_ready,light_factor_score_ready,selected_price_source,score_readiness_reason
TSEM,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
TSLA,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\TSLA.csv,FULL_HISTORY_AVAILABLE
TSM,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\TSM.csv,FULL_HISTORY_AVAILABLE
TTD,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
TTMI,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
TTWO,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
TWLO,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
TWST,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
TXN,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\TXN.csv,FULL_HISTORY_AVAILABLE
U,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
UAL,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
UBER,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
UNH,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
UPST,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
USFD,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
V,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
VECO,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\data\v16\prices_full\VECO.csv,FULL_HISTORY_AVAILABLE
VEEV,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
VIAV,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
VIST,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
VMC,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
VRT,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\VRT.csv,FULL_HISTORY_AVAILABLE
VST,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\VST.csv,FULL_HISTORY_AVAILABLE
WAB,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
WDAY,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
WDC,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\WDC.csv,FULL_HISTORY_AVAILABLE
WHR,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
WING,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
WLK,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
WOLF,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
WULF,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
WVE,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
WWD,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
WYFI,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
XENE,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
XLF,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
XLK,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\data\v16\prices_full\XLK.csv,FULL_HISTORY_AVAILABLE
XPO,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
XYZ,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
YPF,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
Z,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
ZG,NO_LOCAL_PRICE_DATA,NO_CANDIDATE_SOURCE_FOUND,NOT_SCORE_READY,FALSE,FALSE,,NO_LOCAL_PRICE_EVIDENCE
ZS,FULL_HISTORY_FACTOR_READY,MAPPED_FULL_HISTORY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,D:\us-tech-quant\state\v18\price_cache\ZS.csv,FULL_HISTORY_AVAILABLE
