ticker,relative_strength_score,trend_structure_score,buy_zone_score,volume_confirmation_score,volatility_risk_score,price_derived_total_score,price_derived_status,score_ready,fatal_factor_fail,partial_degraded,scoring_degradation_reason,score_component_available_count,score_component_total_count,score_coverage_ratio,factor_scope_class,score_scope,full_factor_score_ready,light_factor_score_ready,score_component_available_count,score_component_total_count,score_coverage_ratio,scoring_degradation_reason
PWR,4,3,1,0,-1,7,STRONG_TREND_NEAR_BUY_ZONE,,,,,5,5,1.000000,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,5,5,1.000000,
PYPL,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
QCOM,4,-1,-2,0,-2,-1,HIGH_VOL_CAUTION,,,,,5,5,1.000000,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,5,5,1.000000,
QQQ,-2,3,1,0,1,3,STRONG_TREND_NEAR_BUY_ZONE,,,,,5,5,1.000000,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,5,5,1.000000,
QS,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
QSR,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
RBLX,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
RDDT,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
RERE,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
RH,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
RIOT,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
RKT,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
RNG,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
ROKU,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
RSP,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
RTX,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
RVMD,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
SANM,4,3,1,0,-1,7,STRONG_TREND_NEAR_BUY_ZONE,,,,,5,5,1.000000,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,5,5,1.000000,
SATS,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
SCCO,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
SCHW,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
SE,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
SEI,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
SFIX,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
SFM,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
SHOP,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
SHW,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
SITM,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
SMCI,-2,-2,2,0,-2,-4,HIGH_VOL_CAUTION,,,,,5,5,1.000000,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,5,5,1.000000,
SMH,4,3,1,0,0,8,STRONG_TREND_NEAR_BUY_ZONE,,,,,5,5,1.000000,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,5,5,1.000000,
SMTC,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
SNDK,4,3,-2,0,-2,3,HIGH_VOL_CAUTION,,,,,5,5,1.000000,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,5,5,1.000000,
SNOW,-2,-2,1,-1,-1,-5,BELOW_TREND_SUPPORT,,,,,5,5,1.000000,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,5,5,1.000000,
SNPS,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
SOLS,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
SOXL,4,3,-2,0,-2,3,HIGH_VOL_CAUTION,,,,,5,5,1.000000,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,5,5,1.000000,
SOXX,4,3,1,0,0,8,STRONG_TREND_NEAR_BUY_ZONE,,,,,5,5,1.000000,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,5,5,1.000000,
SPOT,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
SPY,-2,3,1,0,1,3,STRONG_TREND_NEAR_BUY_ZONE,,,,,5,5,1.000000,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,5,5,1.000000,
STG,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
STM,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
STUB,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
STX,4,3,-2,0,-1,4,STRONG_BUT_EXTENDED,,,,,5,5,1.000000,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,5,5,1.000000,
TEAM,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
TER,-2,0,2,0,-2,-2,HIGH_VOL_CAUTION,,,,,5,5,1.000000,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,5,5,1.000000,
TEVA,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
TICKER,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
TICKERS,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
TIGR,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
TLN,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
TQQQ,0,0,-1,0,0,-1,INSUFFICIENT_HISTORY,,,,LATEST_ONLY_NOT_FACTOR_READY,5,5,1.000000,LATEST_ONLY_NOT_FACTOR_READY,LATEST_ONLY_REFERENCE,FALSE,FALSE,5,5,1.000000,LATEST_ONLY_NOT_FACTOR_READY
TSEM,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
TSLA,-2,-1,1,0,0,-2,NEUTRAL_PRICE_STRUCTURE,,,,,5,5,1.000000,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,5,5,1.000000,
TSM,0,3,2,0,0,5,STRONG_TREND_NEAR_BUY_ZONE,,,,,5,5,1.000000,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,5,5,1.000000,
TTD,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
TTMI,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
TTWO,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
TWLO,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
TWST,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
TXN,4,3,1,0,-1,7,STRONG_TREND_NEAR_BUY_ZONE,,,,,5,5,1.000000,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,5,5,1.000000,
U,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
UAL,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
UBER,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
UNH,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
UPST,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
USFD,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
V,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
VECO,4,3,2,0,-2,7,HIGH_VOL_CAUTION,,,,,5,5,1.000000,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,5,5,1.000000,
VEEV,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
VIAV,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
VIST,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
VMC,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
VRT,4,3,1,0,-1,7,STRONG_TREND_NEAR_BUY_ZONE,,,,,5,5,1.000000,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,5,5,1.000000,
VST,-2,-3,-3,0,0,-8,BELOW_TREND_SUPPORT,,,,,5,5,1.000000,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,5,5,1.000000,
WAB,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
WDAY,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
WDC,4,3,1,0,0,8,STRONG_TREND_NEAR_BUY_ZONE,,,,,5,5,1.000000,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,5,5,1.000000,
WHR,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
WING,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
WLK,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
WOLF,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
WULF,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
WVE,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
WWD,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
WYFI,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
XENE,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
XLF,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
XLK,2,3,1,0,1,7,STRONG_TREND_NEAR_BUY_ZONE,,,,,5,5,1.000000,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,5,5,1.000000,
XPO,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
XYZ,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
YPF,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
Z,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
ZG,,,,,,,INSUFFICIENT_HISTORY,,,,NO_LOCAL_PRICE_DATA,0,5,0.000000,NO_LOCAL_PRICE_DATA,NOT_SCORE_READY,FALSE,FALSE,0,5,0.000000,NO_LOCAL_PRICE_DATA
ZS,1,-2,1,-1,-1,-2,BELOW_TREND_SUPPORT,,,,,5,5,1.000000,FULL_HISTORY_FACTOR_READY,FULL_PRICE_DERIVED_SCORE,TRUE,FALSE,5,5,1.000000,
