ticker,in_total_universe,in_latest_freeze_252,in_current_full_candidates_before,in_v18_35d_local_recomputed_candidates,in_v18_35e_online_recomputed_candidates,was_v18_35d_failure,online_backfill_attempted,online_backfill_success,price_data_available_after_backfill,factor_success_after_backfill,technical_success_after_backfill,ranking_success_after_backfill,rank_eligible_after_backfill,previous_rank_if_available,recomputed_rank_after_backfill,previous_score_if_available,recomputed_score_after_backfill,adoption_bucket,freeze_readiness_status,remaining_failure_bucket,remaining_failure_reason,evidence_sources
V,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,210,210,29.501591,29.501591,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
VECO,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,67,67,42.048,42.048,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
VEEV,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,172,172,31.947966,31.947966,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
VIAV,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,18,18,51.800559,51.800559,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
VIST,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,119,119,36.042571,36.042571,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
VMC,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,156,156,32.809491,32.809491,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
VRT,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,62,62,42.856,42.856,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
VST,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,102,102,37.98,37.98,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
WAB,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,151,151,33.445361,33.445361,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
WDAY,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,262,262,25.641569,25.641569,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
WDC,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,27,27,50.808,50.808,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
WHR,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,244,244,27.321762,27.321762,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
WING,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,279,279,22.868124,22.868124,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
WLK,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,125,125,35.644882,35.644882,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
WOLF,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,57,57,44.0,44.0,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/WOLF.csv
WULF,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,101,101,38.015944,38.015944,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
WVE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,239,239,27.544222,27.544222,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
WWD,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,164,164,32.304956,32.304956,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
WYFI,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,100,100,38.017887,38.017887,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;state/v18/price_cache/WYFI.csv
XENE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,105,105,37.636994,37.636994,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
XLF,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,213,213,29.281688,29.281688,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
XLK,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,131,131,35.248,35.248,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
XPO,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,123,123,35.726432,35.726432,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
XYZ,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,98,98,38.326374,38.326374,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
YPF,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,194,194,30.133517,30.133517,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
Z,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,203,203,29.761568,29.761568,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
ZG,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,198,198,30.005827,30.005827,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
ZS,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,313,313,12.128,12.128,EXISTING_FREEZE_AND_RECOMPUTED_OK,ALREADY_IN_LATEST_FREEZE,,,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv
