path,relative_path,file_size_bytes,file_size_mb,modified_time,delete_reason,delete_risk_level,protected_status,will_delete_in_apply,deleted,delete_error
D:\us-tech-quant\state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260516_013225.bak,state/v18/factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260516_013225.bak,77839,0.074,2026-05-16T01:32:25,TEMP_FILE,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260516_014623.bak,state/v18/factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260516_014623.bak,103710,0.099,2026-05-16T01:46:23,TEMP_FILE,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260516_015744.bak,state/v18/factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260516_015744.bak,103720,0.099,2026-05-16T01:57:44,TEMP_FILE,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260516_021409.bak,state/v18/factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260516_021409.bak,103695,0.099,2026-05-16T02:14:09,TEMP_FILE,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260516_133751.bak,state/v18/factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260516_133751.bak,103705,0.099,2026-05-16T13:37:51,TEMP_FILE,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260516_140943.bak,state/v18/factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260516_140943.bak,103720,0.099,2026-05-16T14:09:43,TEMP_FILE,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260516_142549.bak,state/v18/factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260516_142549.bak,103720,0.099,2026-05-16T14:25:49,TEMP_FILE,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260516_144509.bak,state/v18/factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260516_144509.bak,103720,0.099,2026-05-16T14:45:09,TEMP_FILE,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260516_151134.bak,state/v18/factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260516_151134.bak,103705,0.099,2026-05-16T15:11:34,TEMP_FILE,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260516_152523.bak,state/v18/factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260516_152523.bak,103720,0.099,2026-05-16T15:25:23,TEMP_FILE,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260516_153857.bak,state/v18/factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260516_153857.bak,103705,0.099,2026-05-16T15:38:57,TEMP_FILE,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260516_155028.bak,state/v18/factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260516_155028.bak,103705,0.099,2026-05-16T15:50:28,TEMP_FILE,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260517_215429.bak,state/v18/factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260517_215429.bak,103705,0.099,2026-05-17T21:54:29,TEMP_FILE,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260517_220115.bak,state/v18/factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260517_220115.bak,129586,0.124,2026-05-17T22:01:15,TEMP_FILE,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260517_221527.bak,state/v18/factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260517_221527.bak,129571,0.124,2026-05-17T22:15:27,TEMP_FILE,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260518_130610.bak,state/v18/factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260518_130610.bak,129586,0.124,2026-05-18T13:06:10,TEMP_FILE,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260518_131112.bak,state/v18/factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260518_131112.bak,155452,0.148,2026-05-18T13:11:12,TEMP_FILE,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260518_164550.bak,state/v18/factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260518_164550.bak,155452,0.148,2026-05-18T16:45:50,TEMP_FILE,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260518_212249.bak,state/v18/factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260518_212249.bak,155467,0.148,2026-05-18T21:22:49,TEMP_FILE,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260518_213625.bak,state/v18/factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260518_213625.bak,155467,0.148,2026-05-18T21:36:25,TEMP_FILE,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260519_105347.bak,state/v18/factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260519_105347.bak,155467,0.148,2026-05-19T10:53:47,TEMP_FILE,LOW,UNPROTECTED,FALSE,FALSE,
D:\us-tech-quant\archive\deprecated\v18_4K_workspace_cleanup_20260515_172036\outputs\v17\ops\V17_8D_upstream_8C_run.log,archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/ops/V17_8D_upstream_8C_run.log,14252,0.014,2026-05-15T15:58:40,OLD_LOG_BEYOND_RETENTION,LOW,UNPROTECTED,FALSE,FALSE,
